WKT;project_id;name;city;energy;type_solar_id;status_project_id;developer_id;wind_model_id
POINT (2.78635483517362 42.7044791046719);551;construction de 2s agricoles photovoltaeques;NULL;SOLAR;2;NULL;;NULL
POINT (0.858639190284409 43.253114632271);552;Saint-Andre_01;NULL;SOLAR;2;NULL;;NULL
POINT (0.801346871070656 43.4796822604436);553;PELLEFIGUE_Isac_01;NULL;SOLAR;1;NULL;;NULL
POINT (2.97078871258558 42.6209079780034);554;Remplacement 2s existantes par 2s 4 photovoltaeque + 48 m2 SHON;NULL;SOLAR;2;NULL;;NULL
POINT (2.84618359148647 42.6095177394416);555;;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.764018249516666 43.1165820188543);556;Estancarbon_LeclercStGaudens_Parking;NULL;SOLAR;3;NULL;;NULL
POINT (2.602087977728 44.3925891288119);557;Onet-le-chateau_Projet-LECLERC;NULL;SOLAR;3;NULL;;NULL
POINT (1.76327191290474 43.8323468527863);558;Loupiac_LeBarrou_01;NULL;SOLAR;1;NULL;;NULL
POINT (1.24626432544325 43.7555060117724);559;Grenade_01;NULL;SOLAR;1;NULL;140;NULL
POINT (1.24447694911452 43.7502997361168);560;Grenade_02;NULL;SOLAR;1;NULL;140;NULL
POINT (-0.905517024761071 48.8409984421475);561;Parc Photovoltaeque de la Fieffe;NULL;SOLAR;1;NULL;;NULL
POINT (-0.316333820568637 46.9403544386738);562;CRE4-2005;NULL;SOLAR;1;NULL;;NULL
POINT (1.69692036301766 44.5448464277892);563;Orniac_02;NULL;SOLAR;2;NULL;;NULL
POINT (1.69483581271444 44.5433586215013);564;Orniac_01;NULL;SOLAR;2;NULL;;NULL
POINT (0.486680980613153 43.9879412049092);565;LA_ROMIEU_A_Clauerot_01;NULL;SOLAR;1;NULL;;NULL
POINT (2.12764482591054 43.3342115060933);566;Cennes-Monesties-Fiou;NULL;SOLAR;1;NULL;;NULL
POINT (3.26646115094041 43.5953432955343);567;Le Causse;NULL;SOLAR;1;NULL;27;NULL
POINT (3.26646115101195 43.5953432953778);568;Le Causse;NULL;SOLAR;NULL;NULL;27;NULL
POINT (2.26685962255288 43.3391435372408);569;Fraisse-Pointes;NULL;SOLAR;1;NULL;;NULL
POINT (2.94423129918318 42.5489009177677);570;LESPARR01 projet de construction d'ombrieres photovoltaeques;NULL;SOLAR;3;NULL;207;NULL
POINT (3.75084538590701 43.6747789206342);571;Saut de Cambon;NULL;SOLAR;1;NULL;;NULL
POINT (3.75084538651897 43.6747789203938);572;Saut de Cambon;NULL;SOLAR;NULL;NULL;;NULL
POINT (2.98057708680018 43.1949248873363);573;Narbonne-Mefioules1;NULL;SOLAR;1;NULL;;NULL
POINT (2.98053757293408 43.1949267589234);574;Narbonne-Mefioules2;NULL;SOLAR;1;NULL;;NULL
POINT (2.4539640557723 44.9859456091273);575;La Montagne;NULL;SOLAR;NULL;NULL;208;NULL
POINT (2.48565178651745 44.9189527097632);576;Esperies Haut;NULL;SOLAR;NULL;NULL;208;NULL
POINT (0.359922112672731 43.7165262802182);577;CAILLAVET_01;NULL;SOLAR;1;NULL;208;NULL
POINT (1.28275162819438 43.2291202107562);578;Bax_01;NULL;SOLAR;1;NULL;208;NULL
POINT (1.25993521166394 44.0032366938551);579;Montbeton_Grange_01;NULL;SOLAR;1;NULL;208;NULL
POINT (3.27769637971409 43.3617654853062);580;Garrigues;NULL;SOLAR;1;NULL;208;NULL
POINT (3.27769637911062 43.3617654857249);581;Garrigues;NULL;SOLAR;NULL;NULL;208;NULL
POINT (1.43949353467249 43.3903982839932);582;Miremont_01;NULL;SOLAR;1;NULL;208;NULL
POINT (1.51960137860549 43.7058817932995);583;Lapeyrouse_Fossat_01;NULL;SOLAR;1;NULL;208;NULL
POINT (3.40170879668584 43.4114740619166);584;Ruisseau des Series;NULL;SOLAR;1;NULL;208;NULL
POINT (3.40170879712535 43.4114740615877);585;Ruisseau des Series;NULL;SOLAR;NULL;NULL;208;NULL
POINT (2.03417193051189 43.169901841323);586;Fanjeaux-Gounel;NULL;SOLAR;1;NULL;208;NULL
POINT (2.1536886568134 43.2690622117494);587;Raissac-Daves2;NULL;SOLAR;1;NULL;208;NULL
POINT (2.15369334154048 43.2693396758181);588;Raissac-Daves;NULL;SOLAR;1;NULL;208;NULL
POINT (1.26147868257862 43.9932993082134);589;Lacourt_Guitario_01;NULL;SOLAR;1;NULL;;NULL
POINT (1.29661512892044 43.5064551148396);590;Seysses_01;NULL;SOLAR;2;NULL;;NULL
POINT (1.69612888168399 44.7153176847012);591;LeBastit_01;NULL;SOLAR;1;NULL;;NULL
POINT (2.33906637062702 43.3442773965696);592;Salsigne-Farenque;NULL;SOLAR;1;NULL;;NULL
POINT (2.34932881580511 43.3287790720517);593;Salsigne-Labade;NULL;SOLAR;1;NULL;;NULL
POINT (2.46443535358412 43.2033902592134);594;Trebes-Sorbier;NULL;SOLAR;1;NULL;;NULL
POINT (2.53717904195149 43.3053800511771);595;Caunes-Minervois-Abrens;NULL;SOLAR;1;NULL;;NULL
POINT (1.46263150213329 44.0545748420334);596;Saint_Etienne_de_Tulmont_Les_Brugues_zone_d_activi;NULL;SOLAR;1;NULL;;NULL
POINT (0.146404731350093 43.9456727632027);597;MONTREAL_DU_GERS_Yzaute_01;NULL;SOLAR;1;NULL;;NULL
POINT (0.146386453104423 43.9449499207248);598;MONTREAL_DU_GERS_Pichot_02;NULL;SOLAR;1;NULL;;NULL
POINT (0.75954058153819 43.912337285756);599;SAINT_CLAR_En_Calaves_01;NULL;SOLAR;1;NULL;;NULL
POINT (1.41803860462213 43.8856802458471);600;Nohic_Royer__Bajarre_01;NULL;SOLAR;2;NULL;;NULL
POINT (1.4165757917761 44.426734601633);601;Cahors_CotesDeNouret_01;NULL;SOLAR;1;NULL;;NULL
POINT (3.18966149669506 43.5860810442806);602;Montabiau, Terres rouges;NULL;SOLAR;1;NULL;;NULL
POINT (2.27358876284666 42.9627017639964);603;Castillou;NULL;SOLAR;1;NULL;;NULL
POINT (2.25792907420767 43.3254660703916);604;Fraisse-LoupPendu;NULL;SOLAR;1;NULL;;NULL
POINT (2.19639030067722 43.7677958697318);605;SNC_parc_1aire_de_la-Clape;NULL;SOLAR;1;NULL;;NULL
POINT (0.436069597398829 43.7671893687246);606;JEGUN_Le Gaouillou_02;NULL;SOLAR;1;NULL;;NULL
POINT (0.436334930756549 43.7671951733158);607;JEGUN_Le Gaouillou_02;NULL;SOLAR;1;NULL;;NULL
POINT (2.2607773293268 42.9352257464655);608;Couiza-Roquefumade;NULL;SOLAR;1;NULL;;NULL
POINT (2.54335004080933 42.9611269759455);609;Monthoumet-Clape;NULL;SOLAR;1;NULL;;NULL
POINT (2.76131027744747 43.0171237325122);610;Albas-Lebre;NULL;SOLAR;1;NULL;;NULL
POINT (2.12004948003691 43.3586893525346);611;Villemagne-1os;NULL;SOLAR;1;NULL;;NULL
POINT (2.26318414680133 43.3250153006356);612;Fraisse-LoupPendu;NULL;SOLAR;1;NULL;;NULL
POINT (2.92170706689611 42.932318000641);613;Feuilla-Castel;NULL;SOLAR;1;NULL;;NULL
POINT (2.15613495494508 43.2646000574428);614;Raissac-1eil du midi;NULL;SOLAR;1;NULL;;NULL
POINT (2.54376593130556 42.9624922901491);615;Monthoumet-Clape;NULL;SOLAR;1;NULL;;NULL
POINT (2.1179933712669 43.358324165423);616;Villemagne-1os;NULL;SOLAR;1;NULL;;NULL
POINT (2.27762719247276 42.9630663745502);617;Luc-Courneilles;NULL;SOLAR;1;NULL;;NULL
POINT (2.93960340094477 44.4228988380969);618;Vimenet_01_DP2.2;NULL;SOLAR;1;NULL;;NULL
POINT (2.93695089407981 44.4214686761005);619;Vimenet_01_DP1;NULL;SOLAR;1;NULL;;NULL
POINT (2.9424096405874 44.4225693756049);620;Vimenet_01_DP2.1;NULL;SOLAR;1;NULL;;NULL
POINT (2.67252279545181 43.284316020214);621;Azille-Mattes;NULL;SOLAR;1;NULL;;NULL
POINT (0.837130884033805 44.1284530530357);622;Lamagistere_02;NULL;SOLAR;1;NULL;;NULL
POINT (1.01903402474249 43.8291932142809);623;Escazeaux_La_Roude_01;NULL;SOLAR;1;NULL;;NULL
POINT (0.837099402763976 44.1284594124918);624;Lamagistere_Noubelins_01;NULL;SOLAR;1;NULL;;NULL
POINT (2.86404291581554 42.5464321565093);625;Projet de creation d'un parc photovoltaique au 1;NULL;SOLAR;3;NULL;;NULL
POINT (2.91800790242484 43.2871902553711);626;Salleles-d'Aude;NULL;SOLAR;1;NULL;;NULL
POINT (1.43646271060534 44.6225334959144);627;SaintGermain_LesEspeyragnes_01;NULL;SOLAR;2;NULL;;NULL
POINT (5.7365523855449 45.7320735233212);628;ARMORIRIS - SITE DE NATTAGES 2;NULL;SOLAR;1;NULL;;NULL
POINT (-0.009456603789985 45.4046858666622);629;CS BSC;NULL;SOLAR;1;NULL;;NULL
POINT (7.90383991626423 48.7677746852501);630;CENTRALE 1AIRE OSM;NULL;SOLAR;1;NULL;206;NULL
POINT (1.38527922225811 46.0846093807573);631;Centrale 1aire MTT;NULL;SOLAR;1;NULL;206;NULL
POINT (2.21628265878072 43.7782442607781);632;CET Al Gouty;NULL;SOLAR;1;NULL;206;NULL
POINT (-0.560368568835364 44.0057978913692);633;Pouy Negue;NULL;SOLAR;1;NULL;206;NULL
POINT (1.43319559745737 44.0832780165361);634;CS Gatilles;NULL;SOLAR;1;NULL;206;NULL
POINT (2.13898841136416 44.0621450548128);635;CET La Babiniere;NULL;SOLAR;1;NULL;206;NULL
POINT (2.28765018605397 49.9157198723688);636;Parc photovoltaeque du chemin de Vauvoix;NULL;SOLAR;1;NULL;206;NULL
POINT (2.97471932343707 43.2146715720357);637;CENTRALE 1AIRE NRB3;NULL;SOLAR;1;NULL;206;NULL
POINT (1.33665370786204 43.494450041288);638;ROQUES 2;NULL;SOLAR;1;NULL;206;NULL
POINT (-2.09705691221738 47.3159152063943);639;DONGES 1;NULL;SOLAR;1;NULL;206;NULL
POINT (-0.557798297260465 44.0067778437191);640;POUY NEGUE 2;NULL;SOLAR;1;NULL;206;NULL
POINT (-2.04132222955364 47.318832211213);641;DONGES 3;NULL;SOLAR;1;NULL;206;NULL
POINT (-3.0272636603674 47.8681910792853);642;QUINIPILY 2;NULL;SOLAR;1;NULL;206;NULL
POINT (7.32371839438463 47.8291805505471);643;Terril Theodore;NULL;SOLAR;1;NULL;;NULL
POINT (7.1484861042155 47.7905421972653);644;Centrale d'Aspach-Michelbach;NULL;SOLAR;1;NULL;;NULL
POINT (2.3320401850627 43.2542177970407);645;Pennautier-Unceta;NULL;SOLAR;1;NULL;;NULL
POINT (2.33385558133311 43.3644318822308);646;Miraval;NULL;SOLAR;1;NULL;;NULL
POINT (1.38926145516918 43.4650852550334);647;LabartheSurLeze_CRE2-1170-EMMAUS;NULL;SOLAR;3;NULL;;NULL
POINT (1.53792791898789 44.0694070700308);648;Negrepellise_HYPER-U-PARKING_01;NULL;SOLAR;3;NULL;;NULL
POINT (4.74056535426644 43.9778092999312);649;CRE4-2488;NULL;SOLAR;1;NULL;159;NULL
POINT (3.06632396096256 44.0314966958307);650;CRE4-1735;NULL;SOLAR;1;NULL;159;NULL
POINT (0.085781630443525 43.2690819286653);651;CRE4-2860;NULL;SOLAR;1;NULL;159;NULL
POINT (5.8889375587437 47.5671891754488);652;CRE4- 2936;NULL;SOLAR;1;NULL;159;NULL
POINT (1.6997606006368 47.2764323643301);653;CRE4-2808;NULL;SOLAR;1;NULL;159;NULL
POINT (4.9046580143192 48.7931930922217);654;CRE4-2721;NULL;SOLAR;1;NULL;159;NULL
POINT (-0.292795634015081 43.5665475951187);655;CRE4-2903;NULL;SOLAR;1;NULL;159;NULL
POINT (1.192737460579 43.3074418240239);656;CRE4- 3701;NULL;SOLAR;1;NULL;159;NULL
POINT (3.10600202116699 43.6778299429652);657;URBA 99- La Peyriere;NULL;SOLAR;1;NULL;159;NULL
POINT (3.42749289373287 43.502469998519);658;l'Arnet  Lezignan et Nizas;NULL;SOLAR;1;NULL;159;NULL
POINT (3.18574916465403 43.6415877837277);659;La Tour de Palau;NULL;SOLAR;1;NULL;159;NULL
POINT (3.19098838675002 43.639963945718);660;Les Bauxites;NULL;SOLAR;1;NULL;159;NULL
POINT (3.44228251256338 43.5089370603346);661;Le Theron;NULL;SOLAR;1;NULL;159;NULL
POINT (3.43044661626807 43.5057764079745);662;l'Arnet  Lezignan et Nizas;NULL;SOLAR;1;NULL;159;NULL
POINT (2.73307942376619 43.1590963171817);663;Ferrals-les-Corbieres;NULL;SOLAR;1;NULL;159;NULL
POINT (3.10600202091436 43.6778299428659);664;URBA 99- La Peyriere;NULL;SOLAR;NULL;NULL;159;NULL
POINT (3.42749289356013 43.5024699986597);665;l'Arnet  Lezignan et Nizas;NULL;SOLAR;NULL;NULL;159;NULL
POINT (3.38866219983219 43.5175562175291);666;l'Arnet  Lezignan et Nizas;NULL;SOLAR;NULL;NULL;159;NULL
POINT (-1.22878829250019 43.911172900726);667;Centrale Photovoltaeque de la ZA de Gaudet;NULL;SOLAR;1;NULL;160;NULL
POINT (3.52480714972837 43.6335715678243);668;CP de la Graviere;NULL;SOLAR;1;NULL;160;NULL
POINT (1.46740529139447 44.3502937740257);669;Lhospitalet_01;NULL;SOLAR;1;NULL;160;NULL
POINT (2.11806264489598 43.9017264701768);670;LeSequestre_PlateauDeLaMaurelle_01;NULL;SOLAR;1;NULL;160;NULL
POINT (2.48359378587267 44.4112859285197);671;Salles-la-Source_Aeroport de Rodez-Marcillac;NULL;SOLAR;3;NULL;160;NULL
POINT (3.52480714918344 43.6335715675453);672;CP de la Graviere;NULL;SOLAR;NULL;NULL;160;NULL
POINT (3.22217979074655 43.625575431567);673;Carlencas-et-Levas;NULL;SOLAR;1;NULL;160;NULL
POINT (3.22217973152674 43.625574993159);674;Carlencas-et-Levas;NULL;SOLAR;NULL;NULL;160;NULL
POINT (1.90586361061243 43.0235178133416);675;SaintQuentinLaTour_Bernede_01;NULL;SOLAR;1;NULL;160;NULL
POINT (1.26338157712776 43.3721090327821);676;Lavernose-lacasse_01;NULL;SOLAR;1;NULL;161;NULL
POINT (2.20212319259003 43.2826377859552);677;Alzonne-Cabriere;NULL;SOLAR;1;NULL;161;NULL
POINT (2.22823176648163 43.0713588901657);678;Limoux-Bride;NULL;SOLAR;1;NULL;161;NULL
POINT (1.95827129775485 43.4138244723278);679;La Pomarede;NULL;SOLAR;1;NULL;161;NULL
POINT (2.5942303512933 44.4370426841666);680;Rodelle_Bezonnes;NULL;SOLAR;1;NULL;NULL;NULL
POINT (3.4307634368222 43.3804419688013);681;La Capuciere;NULL;SOLAR;1;NULL;NULL;NULL
POINT (3.43076343716129 43.3804419691636);682;La Capuciere;NULL;SOLAR;NULL;NULL;NULL;NULL
POINT (1.63932623624937 43.2400308645951);683;Calmont_01;NULL;SOLAR;1;NULL;NULL;NULL
POINT (-0.130833464731767 43.8071537950939);684;LAUJUZAN_Negris_01;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.95266203284831 42.5671729435728);685;Restructuration 2s agricoles avec couverture photovoltaeque;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.82522107114792 42.617787994084);686;construction de 2s agricoles photovoltaeques;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.83260238792754 42.6180029513286);687;construction de 2s agricoles photovoltaeques;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.83621455206682 42.615788011735);688;construction de 2s agricoles photovoltaeques;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.888816469769 42.5665560073915);689;Realisation de 2s agricoles couvertes de panneaux photovoltaeques;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.95131686268591 42.5685786249312);690;Restructuration 2s agricoles avec couverture photovoltaeque;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.84124725200136 42.6197944226023);691;construction de 2s agricoles photovoltaeques;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.99731456442591 42.5608242355209);692;;NULL;SOLAR;NULL;NULL;NULL;NULL
POINT (2.88714012868283 42.5687293867778);693;2s agricoles avec couverture photovoltaeque;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.99201487478029 42.7164882971043);694;construction de 2s agricoles photovoltaeques;NULL;SOLAR;2;NULL;NULL;NULL
POINT (2.8698505733356 42.7251689980834);695;2s agricoles avec couverture photovoltaeque;NULL;SOLAR;2;NULL;NULL;NULL
POINT (-0.084342289178092 43.9397776255365);696;CAZAUBON_Aux_Sables_01;NULL;SOLAR;1;NULL;NULL;NULL
POINT (2.14422288771369 44.0556286868367);697;Carmaux_ZoneDeLaCokerie_03;NULL;SOLAR;1;NULL;NULL;NULL
POINT (2.14052433900892 44.0572313288338);698;SaintBenoitDeCarmaux_ZoneDeLaCokerie_03;NULL;SOLAR;1;NULL;NULL;NULL
POINT (3.64675688036299 47.7982106697648);699;centrale photovoltaeque de Venoy;NULL;SOLAR;1;NULL;NULL;NULL
POINT (0.523162089797703 47.4416248773835);700;Pernay;NULL;SOLAR;1;NULL;NULL;NULL
POINT (5.43254735196624 46.6842404046413);701;Centrale 1aire Citoyenne de la Coupe des Champs;NULL;SOLAR;1;NULL;NULL;NULL
POINT (5.15353825289972 48.0570239108713);702;centrale photovoltaeque de Neuilly-sur-Suize;NULL;SOLAR;1;NULL;NULL;NULL
POINT (-0.194628448962772 45.2935316756124);703;centrale photovoltaeque de Chevanceaux;NULL;SOLAR;1;NULL;NULL;NULL
POINT (-0.793908705450216 43.775189388328);704;Ferme d'Akuo de Gouts;NULL;SOLAR;1;NULL;NULL;NULL
POINT (7.2550148710442 47.796771729689);705;Parc 1aire Amelie Ouest;NULL;SOLAR;1;NULL;NULL;NULL
POINT (-0.200511296106849 43.2015086130269);706;BOSCLA;NULL;SOLAR;1;NULL;NULL;NULL
POINT (-0.096771250974091 46.1004154549603);707;TSAOS4.8_P1;NULL;SOLAR;1;NULL;NULL;NULL
POINT (5.47266827775877 45.7606967977453);708;Centrale photovoltaeque de Creys-Malville;NULL;SOLAR;1;NULL;NULL;NULL
POINT (7.24891209704092 47.8046063089974);709;Parc 1aire Amelie Est;NULL;SOLAR;1;NULL;NULL;NULL
POINT (2.35319018291815 43.3474415400757);710;Mine d'Or 2;NULL;SOLAR;1;NULL;NULL;NULL
POINT (6.66312833069601 43.8046724079331);711;Peyroules;NULL;SOLAR;1;NULL;NULL;NULL
POINT (-1.3630812101179 -5.98385630920928);712;;NULL;SOLAR;NULL;NULL;;NULL
POINT (1.58868218747541 45.321381629284);713;centrale photovoltaique ENGIE PV;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.495223039209306 43.9422820131855);714;Centrale photovoltaeque - defrichement - SAINT-AVIT (40);NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.449783264003569 44.1757303750851);715;Creation d'une centrale photovoltaeque - Lieu-dit Bordales - permis de construire - LUXEY;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.951781598561717 43.8895682579217);716;Creation d'une centrale photovoltaeque (PC04004811C001) - permis de construire - BOOS;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.951798809786391 43.889585004209);717;Creation d'une centrale photovoltaeque - defrichement - BOOS;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.276838465995016 44.0622576865167);718;"Creation d'une centrale photovoltaeque au lieu-dit ""Labraise Sud"" (PC 04026211F0011) - permis de construire - SAINT-GOR";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.536181475095673 44.3338831738027);719;Creation d'une centrale photovoltaeque au 1 - permis de construire - Tranche 2 SORE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.544583168450947 44.3423701579378);720;Creation d'une centrale photovoltaeque au 1 - permis de construire - Tranche 1 SORE;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.478385370743491 46.7455010333566);721;Creation d?un parc photovoltaeque e Les Champs des gros Chilloux e sur la commune de Naintre (86);NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.671450868214194 44.0799815268325);722;PC 105 10 F0005 Centrale photovoltaeque de l'Hippodrome Garein (tranche 1) - permis de construire - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.01944306832119 44.0704874139104);723;Creation d'une centrale photovoltaeque - Gabardan - permis de construire - LOSSE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.68051330918719 44.0370671343879);724;Creation d'une centrale photovoltaeque - 13.3 ha - defrichement - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.920768287034361 43.9774194091638);725;Creation d'une centrale photovoltaeque - RION-DES-LANDES - defrichement;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.631990448926866 45.4928667789766);726;parc photovoltaique;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.538273577040709 44.3357377756744);727;Creation d'une centrale photovoltaeque - SORE - defrichement;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.22522376223862 45.0576703671651);728;centrale photovoltaique;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.682635156353943 44.0350351228146);729;Creation d'une centrale photovoltaeque - 31.97 ha - defrichement - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.22867276223326 43.9112994710187);730;creation d'une centrale photovoltaeque au 1;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.279488174191575 43.4414178591419);731;Creation d'une centrale photovoltaeque au 1 - permis de construire - SEVIGNACQ;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.528594171067724 44.3382842992064);732;Creation d'une centrale photovoltaeque au 1 - permis de construire - Tranche 3 SORE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.8167558685881 44.7265199431111);733;Creation d'une centrale photovoltaeque - defrichement - CESTAS;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.696307980914567 44.0300697601187);734;Creation d'une centrale photovoltaeque Claouziquet - permis de construire - YGOS-SAINT-SATURNIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.15133556956256 43.7646849525985);735;"Creation d'une centrale photovoltaeque - Lieu-dit ""Le Court"" e MAGESCQ - permis de construire";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.823921473967081 44.5283992538907);736;Creation d'une centrale photovoltaeque - permis de construire - BELIN-BELIET;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.823921473967081 44.5283992538907);737;Creation d'une centrale photovoltaeque - permis de construire - SALLES;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.603526572410734 44.0242201741173);738;Creation de la centrale photovoltaeque de Garbachet - permis de construire - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.17337903918557 43.8654624103833);739;Creation d'une centrale photovoltaeque - permis de construire - Tranche nord - CASTETS;NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.17366028105805 43.8603361410669);740;Creation d'une centrale photovoltaeque - permis de construire - Tranche sud - CASTETS;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.670099179707976 44.0805339543597);741;Defrichement Centrale photovoltaeque Hippodrome - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.807424354067696 44.1954884226245);742;"Realisation d'une couverture photovoltaeque ""Crouzatis"" - permis de construire - TAYRAC";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.970802531825262 44.1161518536514);743;2s agricoles e couverture photovoltaeque - permis de construire - ONESSE-ET-LAHARIE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.666251073284219 44.0803565807928);744;PC 105 10 F0006 Centrale photovoltaeque de l'Hippodrome Garein (tranche 2) - permis de construire - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.826594811448128 45.0112069327175);745;"Creation de 2s agricoles photovoltaiques ""Les Joncasses"" - permis de construire - CENDRIEUX";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.990874142129195 43.8338264611745);746;Creation de la centrale photovoltaeque de Laluque - permis de construire - LALUQUE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.620188187412896 44.479274470988);747;Creation d'une centrale photovoltaeque - permis de construire - NEAC;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.753188902151156 45.2263169424143);748;Creation de la centrale photovoltaeque de Pauillac - permis de construire - PAUILLAC;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.753189681147208 45.226315950784);749;Creation de la centrale photovoltaeque de Saint-Estephe - permis de construire - SAINT-ESTEPHE;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.808227033685916 44.1956053499467);750;"2s agricoles e couverture photovoltaeque ""A Gandille"" - permis de construire - TAYRAC";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.62790216731477 44.4837777551555);751;Creation d'une centrale photovoltaeque - defrichement - HOSTENS;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.920356054672802 43.9819736053411);752;"Creation d'une centrale photovoltaeque ""Conlorbe Est"" - permis de construire - GARROSSE";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.920799525529511 43.9774333030062);753;"Creation d'une centrale photovoltaeque ""Le Platiet"" zone 1 - permis de construire - RION-DES-LANDES";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.921438914846553 43.9773159588004);754;"Creation d'une centrale photovoltaeque ""Le Platiet"" zone 2 - permis de construire - RION-DES-LANDES";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.915907819076923 43.9766865233324);755;"Creation d'une centrale photovoltaeque ""Le Platiet"" zone 3 - permis de construire - RION-DES-LANDES";NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.04745953699555 43.3654692383314);756;Creation d'une centrale photovoltaeque - permis de construire - GABAT;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.642891595588416 43.2026785219322);757;Creation de 2s agricoles photovoltaiques - permis de construire - MOUMOUR;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.051649514470727 44.2112186482525);758;Creation d'une centrale photovoltaeque - defrichement - POMPOGNE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.924858363369326 44.1767358660326);759;"Creation de centrale photovoltaeque ""Berroute"" zone 4 - permis de construire - LUE";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.610542112700806 44.9314910725734);760;Creation installation fabrication panneaux photovoltaiques - ICPE - BLANQUEFORT;NULL;SOLAR;NULL;NULL;;NULL
POINT (0.23790774246754 44.4609365521459);761;Creation de 2s agricoles photovoltaiques - permis de construire - FAUGUEROLLES;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.65688397097043 44.6034717399545);762;Creation d'une centrale photovoltaeque - loi sur l'eau - SAINT-MAGNE;NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.22635602959092 43.9136275665416);763;"Creation de centrale photovoltaique ""Jean de Linxe"" Linxe 2 - permis de construire - LINXE";NULL;SOLAR;NULL;NULL;;NULL
POINT (-1.22600555317227 43.9167602466221);764;"Creation de centrale photovoltaeque ""route de Retgeyre"" Linxe 1 - permis de construire - LINXE";NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.932652304422652 44.1934843020209);765;"Creation de centrale photovoltaeque ""Berroute"" Future energie (Lue) - permis de construire - LUE";NULL;SOLAR;NULL;NULL;;NULL
POINT (0.823820889384369 44.9876076782732);766;"Creation de 2s agricoles photovoltaiques ""La Banne"" - permis de construire - CENDRIEUX";NULL;SOLAR;NULL;NULL;;NULL
POINT (0.783918551994359 44.9900300145673);767;Creation de 2s agricoles photovoltaiques - permis de construire - VEYRINES-DE-VERGT;NULL;SOLAR;NULL;NULL;;NULL
POINT (-0.603443515634466 44.0242107626453);768;Creation d'une centrale photovoltaeque - permis de construire - GAREIN;NULL;SOLAR;NULL;NULL;;NULL
