WKT;project_id;name;city;energy;type_solar_id;status_project_id;developer_id;wind_model_id
POINT (1.8995189666748 48.2164378681575);1259;Hauts de Melleray;Janville, Oinville-Saint-Liphard;WIND;;1;102;93
POINT (1.27780437469482 49.9893113680478);1260;Assigny;Assigny;WIND;;1;59;38
POINT (5.25146484375 48.9493372910611);1261;Courcelles-sur-Aire;Courcelles-sur-Aire;WIND;;1;81;92
POINT (1.94647908210754 48.3336156702532);1262;Gommerville;Gommerville;WIND;;1;166;65
POINT (1.89093589782714 48.2184966876975);1263;Butte Saint-Liphard;Janville, Oinville-Saint-Liphard;WIND;;1;115;93
POINT (1.88982009887695 48.135334671688);1264;Champ-Besnard;Santilly;WIND;;1;102;93
POINT (1.75498008728027 48.0992348844471);1265;Le Carreau;Terminiers;WIND;;1;115;93
POINT (1.68949127197265 48.0674116741978);1266;Vallée des Gommiers;Patay;WIND;;1;154;139
POINT (1.91247940063476 48.1714663363624);1267;Chemin de Tuleras;Villemeux-sur-Eure, Le Boullay-Thierry;WIND;;1;63;38
POINT (0.7729161 46.7122484);1268;Saint-Pierre-de-Maillé I;Saint-Pierre-de-Maillé;WIND;;1;168;48
POINT (6.52313232421875 49.1774953873819);1269;Welling;Boulay Moselle;WIND;;1;28;93
POINT (9.4072151184082 42.95551165646);1270;Cap Corse;Petraggine, Rogliano;WIND;;5;48;87
POINT (-1.37820482254028 49.6507789471525);1271;Clitourps;Clitourps;WIND;;1;48;135
POINT (0.383555889129638 49.7682936886494);1272;Fécamp;Fécamp;WIND;;1;48;95
POINT (4.56074237823486 44.684826593965);1273;Freyssenet;Freyssenet;WIND;;1;47;138
POINT (2.2585916519165 51.0089484982379);1274;Mardyck;Mardyck;WIND;;1;125;60
POINT (2.2585916519165 51.0089484982379);1275;Mardyck;Mardyck;WIND;;1;125;91
POINT (2.2585916519165 51.0089484982379);1276;Mardyck;Mardyck;WIND;;1;125;138
POINT (4.63829040527343 43.7749983761624);1277;Beaucaire;Beaucaire;WIND;;1;35;91
POINT (2.00569152832031 50.5218310226588);1278;Fruges;Fruges, Coupelle-Vieille, Radinghem, Verchin, Ambricourt, Crequy, Hezecques;WIND;;1;121;39
POINT (3.23 50.67);1279;Toufflers;Toufflers;WIND;;5;106;24
POINT (2.21883 48.19205);1280;Les Trois Fermes;Pithiviers-le-Vieil;WIND;;1;5;138
POINT (2.81378746032715 43.1753105232202);1281;Luc-sur-Orbieu;Luc-sur-Orbieu;WIND;;1;48;73
POINT (-1.72470331192016 47.7446334725895);1282;Grand-Fougeray;Grand-Fougeray;WIND;;1;99;144
POINT (-1.63641 47.675955);1283;Derval;Derval;WIND;;1;4;74
POINT (-1.78055763244628 46.6198505552271);1284;La Nisandière;Brem-sur-Mer;WIND;;1;36;55
POINT (-1.75420761108398 47.7738870859656);1285;La Nourais;Le Grand-Fougeray, La Noë-Blanche;WIND;;1;122;56
POINT (1.90338134765625 50.0725657807236);1286;Les Monts Bergerons II;Pont Rémy;WIND;;1;161;74
POINT (1.29891872406005 49.9158893802878);1287;Harpen Hauts Traits;Gouchaupré;WIND;;1;161;93
POINT (1.56595945358276 50.7219083651252);1288;Le Portel;Le Portel;WIND;;1;99;70
POINT (1.25248432159423 49.9539259488217);1289;Harpen Petits Caux;Tourville-la-Chapelle;WIND;;1;161;93
POINT (-1.98805332183837 48.1056258211569);1290;Iffendic;Iffendic;WIND;;1;23;74
POINT (3.99687767028808 44.668774955004);1291;La Montagne ardéchoise;Saint-Étienne-de-Lugdarès, Astet, Cham de Longe;WIND;;5;150;6
POINT (-0.2316773 49.1001767);1292;Chicheboville;Chicheboville, Conteville;WIND;;1;161;7
POINT (3.21639776229858 43.6796978297095);1293;Dio et Valquières;Dio et Valquières;WIND;;1;161;2
POINT (2.9 43.76);1294;Fontanelles;Brusque, Peux-et-Couffouleux;WIND;;1;161;89
POINT (-4.38963890075683 48.0062329462368);1295;Kerigaret;Mahalon, Guiler-sur-Goyen, Plozévet;WIND;;1;36;22
POINT (-3.2998297407837 48.4866238131033);1296;Keranfouler;Pont-Melvez;WIND;;1;130;102
POINT (-3.28022610034179 48.4655297447181);1297;Le Gollot;Pont-Melvez;WIND;;1;6;102
POINT (6.64484024047851 47.3540595048876);1298;Lomont;Vyt-les Belvoir, Valonne, Solemont, Feule;WIND;;1;134;139
POINT (1.42333030700683 48.1999071222145);1299;Bonneval;Bonneval;WIND;;1;175;138
POINT (-0.197082532077722 48.9406468249513);1300;Les Sablons;Aubigny, Soulangy, St Pierre de Canivet;WIND;;1;84;74
POINT (2.2115965 50.2884713);1301;Tambours;Conchy-sur-Canche, Monchel-sur-Canche;WIND;;1;36;18
POINT (3.2783031463623 49.8865058280003);1302;Omissy;Gricourt, Lehaucourt;WIND;;1;98;56
POINT (5.19601821899414 49.5256540507641);1303;La Haie au Vent-Stenay;Stenay;WIND;;1;81;58
POINT (0.7687163 46.70709);1304;Saint-Pierre-de-Maillé II;Saint-Pierre-de-Maillé;WIND;;1;168;47
POINT (4.0587615966796 48.4154161753612);1305;Chapelle d’Eole;Chapelle Vallon;WIND;;1;112;74
POINT (1.8929100036621 48.186919023041);1306;Janville (28);Janville, Poinville;WIND;;1;115;92
POINT (4.01194095611572 44.6640440611128);1307;La Montagne ardéchoise;Saint-Étienne-de-Lugdarès, Astet, Cham de Longe;WIND;;5;150;6
POINT (4.26 44.95);1308;Saint-Clément;Saint-Clément;WIND;;1;121;34
POINT (0.94 49.81);1309;Brachy;Brachy;WIND;;1;20;93
POINT (1.58400535583496 50.0859501956592);1310;Nibas;Nibas;WIND;;1;99;38
POINT (1.58357620239257 50.0797817114373);1311;Nibas;Nibas;WIND;;1;99;39
POINT (0.084525506823752 46.4157938377855);1312;Lusignan;Lusignan;WIND;;1;85;139
POINT (1.54048919677734 50.0096144867798);1313;Le Champ des Soeurettes;Gamaches, Beauchamps;WIND;;1;161;40
POINT (1.63 50.07);1314;Chépy;Chépy;WIND;;1;99;38
POINT (-0.6166934967041 46.3895695757326);1315;Les Champs Blancs;Benet;WIND;;1;168;138
POINT (-3.81 48.31);1316;Leign Ar Gasprenn;Collorec;WIND;;1;56;39
POINT (3.0989701 49.6997484);1317;Le Champ Vert (60);Villeselve;WIND;;1;108;75
POINT (2.20550537109375 50.5951158457204);1318;Le Mont de Ponche;Coyecques;WIND;;1;108;74
POINT (2.286057472229 49.5792765663629);1319;Saint-André-Farivillers;Saint-André-Farivillers;WIND;;1;63;40
POINT (1.49929046630859 49.8409716174365);1320;Callengeville;Callengeville, Preuseville, Smermesnil;WIND;;1;67;93
POINT (-2.96999931335449 48.1471904942317);1321;Kergrist;Kergrist;WIND;;1;122;136
POINT (-2.96999931335449 48.1471904942317);1322;Kergrist;Kergrist;WIND;;1;122;138
POINT (-2.8937816619873 48.1558944755203);1323;Kergrist;Kergrist;WIND;;1;122;136
POINT (-2.8937816619873 48.1558944755203);1324;Kergrist;Kergrist;WIND;;1;122;138
POINT (-2.93043136596679 48.1465605435624);1325;Kergrist;Kergrist;WIND;;1;122;138
POINT (-2.5586 48.3122);1326;Trébry;Trébry;WIND;;1;147;96
POINT (-4.64964151382446 48.488638432058);1327;Plourin;Plourin;WIND;;1;36;54
POINT (-4.6415090560913 48.5103215367263);1328;Ploudalmezeau;Lampaul-Ploudalmézeau;WIND;;1;47;25
POINT (2.696 44.0459);1329;Lascombe;Broquiès;WIND;;1;NULL;54
POINT (4.79407210683957 44.4548706449312);1330;Roussas;Roussas;WIND;;1;134;137
POINT (3.61930847167968 43.5356071880897);1331;Quatre Bornes;Aumelas;WIND;;1;48;73
POINT (3.62686157226562 43.5341760501019);1332;Conques;Aumelas;WIND;;1;48;73
POINT (3.31 45.17);1333;Ally;Ally;WIND;;1;150;7
POINT (3.29 45.15);1334;Ally;Ally;WIND;;1;150;7
POINT (3.28 45.17);1335;Ally;Ally;WIND;;1;150;7
POINT (-1.68391227722167 46.7865146953389);1336;Bel Air;Maché;WIND;;1;94;58
POINT (2.5519421 42.7791731);1337;Centernach;Saint-Arnac;WIND;;5;160;2
POINT (-1.31677048991923 48.9013125538119);1338;Gavray;Gavray;WIND;;1;71;73
POINT (3.73706817626953 44.6063877271738);1339;Hameau de Villeneuve;Chaudeyrac;WIND;;1;66;55
POINT (2.38 50.42);1340;Valhuon I;Valhuon;WIND;;1;99;39
POINT (2.38 50.42);1341;Valhuon I;Valhuon;WIND;;1;99;39
POINT (-4.62086677551269 48.5316401331144);1342;Plouguin II;Plouguin;WIND;;1;169;38
POINT (1.61584854125976 50.0008984372311);1343;Maisnières II;Maisnières, Frettemeule;WIND;;1;59;39
POINT (-4.62262630462646 48.5378350554982);1344;Plouguin I;Plouguin;WIND;;1;103;38
POINT (6.8777847290039 48.6361417425671);1345;Le Haut des Ailes (57);Igney, Foulcrey, Repaix;WIND;;1;77;74
POINT (6.81100845336914 48.6212221166934);1346;Le Haut des Ailes (54);Igney, Foulcrey, Repaix;WIND;;1;77;74
POINT (6.83298110961914 48.623463178511);1347;Le Haut des Ailes (54);Igney, Foulcrey, Repaix;WIND;;1;77;74
POINT (4.80608940124511 48.9613984253724);1348;Argonne;Epense;WIND;;1;144;55
POINT (-2.05461502075195 47.6813747914155);1349;Sainte-Marie-de-Redon;Sainte-Marie-de-Redon;WIND;;1;40;26
POINT (2.19237327575683 50.5693918952693);1350;Haute-Lys;Reclinghem;WIND;;1;125;6
POINT (2.10302352905273 50.5747885494219);1351;Haute-Lys;Renty;WIND;;1;125;6
POINT (2.1181297302246 50.5907023529768);1352;Haute-Lys;Fauquembergues;WIND;;1;125;6
POINT (-2.81919479370117 48.0844438409404);1353;Gueltas-Noyal Pontivy;Gueltas, Noyal-Pontivy;WIND;;1;130;71
POINT (6.57394409179687 49.2411382011752);1354;Téterchen;Téterchen;WIND;;1;4;71
POINT (4.8532403 44.4932787);1355;Montjoyer et Rochefort;Rochefort-en-Valdaine;WIND;;5;125;67
POINT (-4.75205898284912 48.4011152035274);1356;Ploumoguer;Ploumoguer;WIND;;1;125;94
POINT (-3.21955204010009 48.1400315086013);1357;Langoëlan;Langoëlan;WIND;;1;68;95
POINT (4.51375157894904 48.8532847271732);1358;Les Malandaux;Pogny, Omey;WIND;;1;127;74
POINT (-4.26332831382751 48.3910280365048);1359;Dirinon;Dirinon;WIND;;1;48;136
POINT (2.81717777252197 43.4764978388879);1360;La Roque;Riols;WIND;;1;48;95
POINT (-4.479709 48.0764575);1361;Beuzec-Cap-Sizun;Beuzec-Cap-Sizun;WIND;;1;NULL;96
POINT (4.14 44.81);1362;Plateau Ardéchois;Cros-de-Géorand;WIND;;1;134;136
POINT (2.67628669738769 42.9175264448176);1363;Tuchan II;Tuchan;WIND;;1;160;87
POINT (2.44857788085937 43.3887076961172);1364;Haut Cabardès-Cabrespine;Cabrespine;WIND;;1;134;25
POINT (2.67628669738769 42.9175264448176);1365;Tuchan I;Tuchan;WIND;;1;160;87
POINT (-4.12567734718322 48.1996782855252);1366;Menez-Braz;Dinéault;WIND;;1;113;142
POINT (-4.74879741668701 48.4304250201123);1367;Plouarzel I;Plouarzel;WIND;;1;36;53
POINT (-3.90100479125976 48.4825655006689);1368;Saint-Thégonnec;Saint-Thégonnec, Pleyber-Christ;;;5;40;142
POINT (-3.5651438 48.4747823);1369;Plougras;Plougras;WIND;;1;125;67
POINT (2.79284477233886 43.2954180373041);1370;Oupia;Oupia;WIND;;1;48;95
POINT (1.5671989 50.0324097);1371;La Plaine Hocquélus;Fressenneville, Embreville, Aigneville;WIND;;1;84;40
POINT (-2.51758575439453 48.2623413100357);1372;Landes du Mené;Saint-Gouëno, Saint-Jacut-du-Mené;WIND;;1;97;37
POINT (3.13204765319824 50.7174728065409);1373;Bondues;Bondues;WIND;;1;99;70
POINT (2.48908996582031 50.880577908022);1374;Wormhout;Wormhout;WIND;;1;NULL;111
POINT (2.91446685791015 42.881561874254);1375;Opoul-Périllos;Salses;WIND;;1;134;137
POINT (1.75 50.17);1376;Aire de Baie de Somme;Sailly-Flibeaucourt;WIND;;1;125;86
POINT (2.04071044921875 50.5161554229704);1377;Fruges;Fruges, Coupelle-Vieille, Radinghem, Verchin, Ambricourt, Crequy, Hezecques;WIND;;1;121;39
POINT (2.88781642913818 43.0335762888609);1378;Plan des Aladers - Château de Lastours;Portel des Corbières;WIND;;5;127;87
POINT (2.88871765136718 43.0306588896104);1379;Plan du Pal;Lastours;WIND;;5;166;61
POINT (2.93 42.91);1380;Souleilla-Corbières;Treilles;WIND;;1;134;25
POINT (2.96281099319458 42.9025332777742);1381;Fitou I;Fitou;WIND;;1;125;89
POINT (2.96281099319458 42.9025332777742);1382;Fitou I;Fitou;WIND;;1;125;89
POINT (9.38017845153808 42.9671632967086);1383;Cap Corse;Ersa;WIND;;5;48;87
POINT (8.70348930358886 42.5029051018559);1384;Punta Aja;Calenzana;WIND;;1;38;34
POINT (164.7333333 -21.0333333);1385;Kaféate;Koné;WIND;;1;127;65
POINT (164.7333333 -21.0333333);1386;Kaféate;Koné;WIND;;1;127;65
POINT (166.7798172 -22.3125347);1387;Prony;Mont Dore;WIND;;1;127;62
POINT (166.7798172 -22.3125347);1388;Prony;Mont Dore;WIND;;1;127;62
POINT (166.39 -22.13);1389;Mont Négandi;NULL;WIND;;1;50;133
POINT (-61.63 15.85);1390;Terre de Bas;Les Saintes;WIND;;1;127;65
POINT (-61.2685382 16.2760849);1391;Fonds Caraïbes;Saint-François;WIND;;1;127;62
POINT (-61.401658 16.4288124);1392;Petit Canal;Petit Canal;WIND;;5;48;62
POINT (-61.41 16.42);1393;Petit François;Petit Canal;WIND;;1;48;62
POINT (-61.401658 16.4288124);1394;Petit Canal;Petit Canal;WIND;;5;48;62
POINT (166.82 -22.32);1395;Prony;Mont Dore;WIND;;1;127;65
POINT (55.6 -20.91);1396;Sainte Suzanne - La Perrière;Sainte-Suzanne;WIND;;1;127;65
POINT (55.81 -21.17);1397;Sainte-Rose;Sainte-Rose;WIND;;1;48;65
POINT (-60.9307341 14.525228);1398;Morne-Carrière;Le Vauclin;WIND;;1;127;65
POINT (-4.31 47.85);1399;Beuzec;Beuzec;WIND;;5;NULL;96
POINT (2.38 51.03);1400;Dunkerque;Dunkerque;WIND;;5;51;NULL
POINT (2.41 51.05);1401;Malo;Malo;WIND;;5;51;NULL
POINT (3.03720853626436 45.4429250930235);1402;Les Diagots;Saulzet;WIND;;1;99;144
POINT (3.11500940160522 45.1093251316783);1403;Col de la Fageole;Coren;WIND;;1;61;140
POINT (-0.7953583 49.0260667);1404;Saint-Martin-des-Besaces;Saint-Martin-des-Besaces;WIND;;1;48;140
POINT (-3.27578 48.41355);1405;Kerlan;Maël-Pestivien;WIND;;1;128;36
POINT (-3.334959 48.6330754);1406;Pluzunet;Pluzunet;WIND;;1;42;138
POINT (-2.42 48.42);1407;Bel-Air;Plestan;WIND;;1;68;92
POINT (-4.6115 48.47);1408;Lanrivoaré I;Lanrivoaré;WIND;;1;103;89
POINT (-4.44602966308593 48.5512737255503);1409;Plouvien;Plouvien;WIND;;1;47;102
POINT (-2.66736030578613 47.8967222926595);1410;Guéhenno;Guéhenno;WIND;;1;99;144
POINT (-2.47767448425292 48.0972859205474);1411;La Butte des Fraus;Ménéac, Mohon;WIND;;1;122;138
POINT (-3.14806 48.15806);1412;Bodervedan;Silfiac;WIND;;1;110;36
POINT (-1.4195552 48.0970921);1413;Châteaubourg;Châteaubourg;WIND;;1;151;37
POINT (1.77051544189453 48.4325036946833);1414;Roinville;Roinville;WIND;;1;63;38
POINT (1.6251 48.01999);1415;Le Sainbois;Tournoisis;WIND;;1;115;92
POINT (4.38886642456054 48.8268703923558);1416;Quatre-Communes;Vitry-la-Ville, Coupetz, Faux-Vésigneul, Togny-aux-bœufs;WIND;;1;125;74
POINT (4.61700439453125 48.8710946505032);1417;Quatre-Chemins;Coupéville, Saint-Jean-sur-Moivre;WIND;;1;125;71
POINT (4.65691566467285 48.8578822977037);1418;Vanault-le-Châtel;Vanault-le-Châtel;WIND;;1;51;55
POINT (4.03318405151367 48.658541258386);1419;Mont de Bézard (10);Salon;WIND;;1;77;74
POINT (2.44857788085937 43.3887076961172);1420;Haut Cabardès-Cabrespine;Pradelles-Cabardès, Cabrespine;WIND;;1;134;102
POINT (2.2808119 43.3971698);1421;Cuxac-Cabardès;Cuxac-Cabardès;WIND;;1;134;138
POINT (2.96 42.9);1422;Fitou II;Fitou;WIND;;1;77;89
POINT (55.6 -20.91);1423;Sainte Suzanne - La Perrière;Sainte-Suzanne;WIND;;1;127;65
POINT (2.9 43.65);1424;Haut Languedoc;Murat-sur-Vèbre, Cambon, Salvergues;WIND;;1;134;102
POINT (2.92 43.66);1425;Haut Languedoc;Murat-sur-Vèbre, Cambon, Salvergues;WIND;;1;134;102
POINT (2.9 43.65);1426;Haut Languedoc;Murat-sur-Vèbre, Cambon, Salvergues;WIND;;1;134;102
POINT (3.4623426 44.5792309);1427;Lou Paou I;Chastel-Nouvel, Rieutort-de-Randon;WIND;;1;48;39
POINT (5.46552658081054 48.644138661);1428;Le Boutonnier;Méligny-le-Petit, Marson-sur-Barboure , Reffroy;WIND;;1;108;74
POINT (6.52313232421875 49.1437623566503);1429;Momerstroff;Momerstroff;WIND;;1;69;92
POINT (2.2555406 50.3043153);1430;Campagnes;Boubers-sur-Canche;WIND;;1;36;18
POINT (1.7209223 50.5660501);1431;Mont Huet;Cormont-Longvilliers;WIND;;1;125;6
POINT (-1.1619 47.5531);1432;Freigné;Freigné;WIND;;1;59;40
POINT (-1.77300453186035 46.8897036621152);1433;L’Espinassière;Froidfond, La Garnache;WIND;;1;36;56
POINT (3.2907485961914 49.9326048601802);1434;Moulin de Merville;Lehaucourt, Saint Quentin;WIND;;1;125;93
POINT (2.29116439819335 49.5477115575356);1435;Noyers-Saint-Martin;Thieux, Noyers-Saint-Martin;WIND;;1;115;92
POINT (2.05491542816162 49.6344245436513);1436;Hétomesnil;Hétomesnil;WIND;;1;115;92
POINT (2.05036640167236 49.5885974220588);1437;Lihus;Lihus;WIND;;1;115;92
POINT (2.30026245117187 49.6544047954805);1438;Breteuil-Esquennoy;Breteuil, Esquennoy;WIND;;1;115;93
POINT (2.30403900146484 49.4502715757199);1439;Chemin des Haguenets;Litz, Rémérangles;WIND;;1;36;76
POINT (3.0377197265625 45.4429102057159);1440;La Mayrand;Roche-Charles-la-Mayrand;WIND;;1;NULL;36
POINT (1.75 49.99666667);1441;Longue Epine;Fresnes-Tilloloy, Saint-Maxent, Doudelainville;WIND;;1;48;74
POINT (3.07025 46.0473);1442;Saint-Hilaire-la-Croix;Saint-Hilaire-la-Croix;WIND;;1;99;144
POINT (2.26356983184814 50.1360122004729);1443;Longchamps;Fienvilliers;WIND;;1;36;18
POINT (-0.658493041992187 46.085852519246);1444;Bernay-Saint-Martin;Bernay-Saint-Martin;WIND;;1;144;71
POINT (4.870403 43.4085997);1445;Port autonome de Marseille;Fos-sur-mer;WIND;;1;35;91
POINT (6.57051086425781 49.1590320653884);1446;Niedervisse;Niedervisse;WIND;;1;125;56
POINT (5.41608810424804 48.5380907928819);1447;Trois Sources;Bonnet, Houdelaincourt;WIND;;1;134;139
POINT (5.24494171142578 49.064643909233);1448;La Haie Joly;Osches, Vadelaincourt, Les Souhesmes-Rampont;WIND;;1;85;58
POINT (5.57968139648437 48.7149778940225);1449;Laneuville-au-Rupt;Laneuville-au-Rupt;WIND;;1;81;76
POINT (-1.78746700286865 46.601896822017);1450;Mulinière;Vairé;WIND;;1;131;36
POINT (-1.45551681518554 46.4243099899241);1451;Les Métairies;Le Bernard;WIND;;1;153;93
POINT (-0.913738 46.4603265);1452;Plisson;Le Langon;WIND;;1;153;37
POINT (-0.9692974 46.481479);1453;Mouzeuil-Saint-Martin - Le Langon;Mouzeuil-Saint-Martin;WIND;;1;153;37
POINT (-0.546998977661132 46.3856621148011);1454;Prinçay;Benet;WIND;;1;48;93
POINT (5.2518081665039 49.1031512399453);1455;Rampont;Nixéville-Blercourt, Les Souhesmes-Rampont;WIND;;1;85;58
POINT (3.22 49.76);1456;La clé des champs - Saint-Simon;Clastres, Saint-Simon;WIND;;5;48;NULL
POINT (4.0336067 49.6720958);1457;Lislet 2;Lislet;WIND;;1;98;56
POINT (4.07318115234375 48.6633034168695);1458;Mont de Bézard (10);Semoine;WIND;;1;77;74
POINT (166.7736111 -22.3738889);1459;Mont Mau;Mont Dore;WIND;;1;127;65
POINT (2.7005875 44.2468168333333);1460;Pont de Salars;Canet-de-Salars, Pont-de-Salars;WIND;;1;130;138
POINT (1.9143996 43.4622218);1461;Parc du Lauragais;Roumens;WIND;;1;93;18
POINT (-1.70382499694824 48.4427534489031);1462;Trémeheuc;Trémeheuc;WIND;;1;169;139
POINT (4.76592063903808 43.6230287733369);1463;Mas de Leuze;Saint Martin de Crau;WIND;;1;5;36
POINT (2.18 50.68);1464;Les Prés Hauts;Remilly-Wirquin;WIND;;1;108;75
POINT (4.86 45.21);1465;Beausemblant;Beausemblant;WIND;;1;169;138
POINT (-61.5 16.48);1466;La Mahaudière;Anse-Bertrand;WIND;;1;139;65
POINT (2.8813362121582 43.6455785943653);1467;Castanet-le-Haut;Castanet-le-Haut;WIND;;1;48;40
POINT (4.0336067 49.6720958);1468;Lislet 1;Lislet;WIND;;1;98;56
POINT (3.1260961 43.6845499);1469;Camplong;Camplong;WIND;;1;26;35
POINT (4.88 44.68);1470;Marsanne;Marsanne;WIND;;1;134;138
POINT (-1.55250549316406 46.8080495449142);1471;Beaufou;Beaufou;WIND;;1;59;39
POINT (1.5077499 48.6274887);1472;Nogent-le-Roi;Nogent-le-Roi;WIND;;5;NULL;20
POINT (4.75921653016359 44.6385563830497);1473;Cruas;Cruas;WIND;;1;48;140
POINT (1.80225133895874 43.3741104167622);1474;Avignonet;Avignonet;WIND;;1;125;40
POINT (0.1412967 46.684008);1475;Le Rochereau;Le Rochereau;WIND;;1;45;18
POINT (2.83297061920166 43.7355692261147);1476;Puech Cambert;Barre;WIND;;1;160;1
POINT (4.4443130493164 44.9701418104164);1477;Saint-Agrève la Citadelle;Saint-Agrève, Désaignes;WIND;;1;169;40
POINT (-2.539644241333 47.5806365802478);1478;Ambon;Ambon;WIND;;1;161;18
POINT (2.96 42.9);1479;Fitou II;Fitou;WIND;;1;62;89
POINT (3.31199169158935 49.019071159034);1480;La Picoterie;Charly-sur-Marne;WIND;;1;36;58
POINT (1.5135383605957 49.8574640525842);1481;Les Vatines;Callengeville, Preuseville, Smermesnil;WIND;;1;67;93
POINT (6.45678520202636 48.8311646245966);1482;Fresnes-en-Saulnois;Fresnes-en-Saulnois;WIND;;1;115;92
POINT (-4.13334846496582 48.1797941962188);1483;Plomodiern;Plomodiern;WIND;;1;115;93
POINT (6.47300720214843 48.8460785718749);1484;Amélécourt;Amélécourt, Fresnes-en-Saulnois;WIND;;1;75;93
POINT (4.08816295841063 44.9410451286377);1485;Les Barthes;Freycenet-la-Tour, Moudeyres;WIND;;1;48;39
POINT (3.7381839 44.9618626);1486;Saint-Jean-Lachalm I;Saint-Jean-Lachalm;WIND;;1;127;39
POINT (3.0728644 45.137995);1487;Talizat-Rézentières I;Talizat, Rézentières;WIND;;1;85;57
POINT (1.97333335876464 50.0648804467755);1488;Moulin de Froidure;Cocquerel;WIND;;1;84;74
POINT (1.62297248840332 50.0036568516958);1489;Maisnières I;Maisnières, Frettemeule;WIND;;1;59;39
POINT (2.9 43.76);1490;Merdélou;Peux-et-Couffouleux;WIND;;1;161;89
POINT (2.9062271118164 43.7804519357653);1491;Aupiac;Peux-et-Couffouleux;WIND;;1;22;64
POINT (-0.681369 48.996241);1492;Ondefontaine;Ondefontaine;WIND;;1;137;79
POINT (2.85773277282714 44.2456294135975);1493;Ségur;Viarouge, Ségur;WIND;;1;130;139
POINT (-3.36615085601806 48.4035084749994);1494;Saint-Servais;Saint-Servais;WIND;;1;68;36
POINT (4.86 45.21);1495;Beausemblant;Beausemblant;WIND;;1;169;139
POINT (2.01650619506835 48.1455869682288);1496;La Brière;Bazoches-les-Gallerandes;WIND;;1;5;138
POINT (1.85823440551757 48.3167660487429);1497;Chemin d’Ablis;Léthuin, Neuvy-en-Beauce, Baudreville, Gouillons, Vierville;WIND;;1;48;76
POINT (3.34487278047072 49.9871732552123);1498;Beaurevoir;Beaurevoir;WIND;;1;49;56
POINT (-0.89937686920166 47.2686592428817);1499;Les Aulnaies;Saint-Quentin-en-Mauges, Le-Pin-en-Mauges;WIND;;1;17;41
POINT (1.44779205322265 47.8982760335228);1500;Viertiville;Binas;WIND;;1;115;92
POINT (1.32951736450195 47.9293985700707);1501;Les Mardeaux;Moisy, Semerville;WIND;;1;115;92
POINT (1.35088920593261 47.9162845151174);1502;Les Pénages;Moisy, Ouzouer-le-Doyen;WIND;;1;102;92
POINT (1.60881042480468 47.9996860806207);1503;Bois Louis;Tournoisis;WIND;;1;115;92
POINT (1.8929100036621 48.1855170269538);1504;Janville (45);Poinville, Santilly;WIND;;1;102;92
POINT (1.5949 47.9836);1505;Bornes de Cerqueux;Epieds-en-Beauce, Tournoisis;WIND;;1;115;92
POINT (6.61746025085449 49.1016339980135);1506;Bambesch;Bambiderstroff, Longeville-lès-Saint-Avold;WIND;;1;125;56
POINT (6.51832580566406 49.170874075919);1507;Buchfeld;Boulay-Moselle;WIND;;1;28;93
POINT (6.51892662048339 49.185742731422);1508;Les moulins de Boulay;Boulay-Moselle;WIND;;1;94;93
POINT (2.2461462020874 49.762555687131);1509;Oresmaux;Oresmaux;WIND;;1;63;38
POINT (5.25524139404296 48.827096413754);1510;Beauregard;Rumont, Vavincourt;WIND;;1;108;74
POINT (5.4356575012207 48.6985520669363);1511;Saint-Aubin-sur-Aire;Saint-Aubin-sur-Aire;WIND;;1;94;92
POINT (-61.43 16.38);1512;Grand Maison;Petit-Canal;WIND;;1;127;65
POINT (-3.88389 48.54139);1513;Coat Conval;Pleyber-Christ;WIND;;1;56;35
POINT (-0.9631872 48.9676843);1514;Hamel Au Brun;Guilberville-Hértoudière;WIND;;1;85;57
POINT (-1.36 49.1);1515;Cambernon;Cambernon;WIND;;1;169;40
POINT (2.8923225402832 43.66116594654);1516;Murat;Murat-sur-Vébre;WIND;;1;134;102
POINT (2.87026405334472 43.0189565292229);1517;Villesèque des Corbières;Villesèque des Corbières;WIND;;1;48;40
POINT (2.87 43.02);1518;Couloumi;Villesèque-des-Corbières;WIND;;1;127;40
POINT (-1.9114402 47.0661509);1519;Bourgneuf En Retz;Bourgneuf-en-Retz;WIND;;1;161;77
POINT (3.5434772 48.2079685);1520;Molinons;Molinons;WIND;;1;176;113
POINT (1.88484191894531 50.0828109769864);1521;Les Monts Bergerons I;Eaucourt-sur-Somme, Pont Rémy;WIND;;1;161;74
POINT (55.6 -20.91);1522;Sainte Suzanne - La Perrière;Sainte-Suzanne;WIND;;1;127;65
POINT (1.856185 49.7232303);1523;Hescamps;Hescamps;WIND;;1;99;144
POINT (1.49 50.07);1524;Petit Terroir;Méneslies;WIND;;1;36;54
POINT (2.129722 48.17722);1525;Greneville-en-Beauce (Vergnet);Greneville-en-Beauce;WIND;;1;166;63
POINT (2.51084804534912 49.7127701382566);1526;Hargicourt;Hargicourt;WIND;;1;99;41
POINT (166.5690519 -22.2628708);1527;Touongo;Mont-Dore;WIND;;1;127;65
POINT (4.0794693 44.7765117);1528;Sources de la Loire;Saint-Cirgues-en-Montagne, Le Béage, le Cros-de-Géorand, Mazan-l’Abbaye, le Roux, Sagnes-et-Goudoulet, Sainte-Eulalie, Usclades-et-Rieutord;WIND;;1;56;75
POINT (4.07183 48.6076788);1529;Viapres 2;Viapres Le Petit;WIND;;1;NULL;76
